prod-id,cat-id,sub-cat-id,name-eng,model,model-sub-title,model-title,product-specification,technical-specification,features,home,video,pdf,brochure-pdf,user-manual-pdf,is-show-24-month-icon,is-show-12-month-icon,is-show-nsic-icon,is-show-fmtti-icon,is-show-german-icon,banner-image,specification-dark-img,specification-light-img,ft,hc,ordering,meta-title,meta-desc,fast-movinng-pdf,workshop-pdf,specification-left-img
149,3,81,GASOLINE GENERATOR,BON-P-GG-2.8KW,GASOLINE GENERATOR,MAX . POWER 2.8 KW,"[[""Maximum power"",""2.8 KW""],[""Rated Power"",""2.5 KW""],[""Stator coil"",""100% Copper""],[""Frequency"",""50 o 60 Hz""],[""Voltage"",""120V\/240V Dual voltage""],[""Engine"",""7 HP""],[""Technology"",""OHV, overhead valves""],[""Type"",""4 Stroke""],[""Execution time at 50% load"",""11.5 Hour""],[""Fuel tank capacity"",""15 Liters""],[""Starting System"",""Retractable""],[""Oil tank capacity"",""600 ml""]]","&lt;ul&gt;
	&lt;li&gt;&lt;a href=&quot;https://bonhoeffermachines.com/en/ohv&quot; target=&quot;-blank&quot;&gt;&lt;strong&gt;OHV&lt;/strong&gt;&lt;/a&gt; design enhances combustion efficiency&lt;/li&gt;
	&lt;li&gt;Easy starting with an automatic decompression system and an easy-to-grip soft recoil starter handle&lt;/li&gt;
	&lt;li&gt;High quality materials and purpose-built components which ensure reliable, long-term use&lt;/li&gt;
	&lt;li&gt;Easy Start with Bonhoeffer world-class Bonhoeffer Engine&lt;/li&gt;
	&lt;li&gt;Fuel Efficient &amp;amp; Environmentally Friendly&lt;/li&gt;
	&lt;li&gt;Automatic Voltage Regulator (AVR) Technology&lt;/li&gt;
	&lt;li&gt;Highly Heat Conductivity Product&amp;rsquo;s with 100% cooper winding&lt;/li&gt;
	&lt;li&gt;Super Quiet operation&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;High-Efficiency Power Generation with Bonhoeffer Gasoline Generator&lt;/h2&gt;

&lt;p&gt;The Bonhoeffer Gasoline Generator delivers a maximum power output of 2.8 KW and a rated power of 2.5 KW, making it a reliable choice for various power needs. Featuring a 100% copper stator coil, this generator ensures efficient and stable power generation with a frequency range of 50 to 60 Hz. Its dual voltage capability (120V/240V) offers versatility, suitable for a wide range of applications. Powered by a robust 7 HP engine utilizing OHV (overhead valve) technology, the generator operates smoothly and efficiently, adhering to modern performance standards.&lt;/p&gt;

&lt;h3&gt;Durable and Long-Lasting Performance&lt;/h3&gt;

&lt;p&gt;This 4-stroke gasoline generator is designed for durability and long-lasting performance. With an impressive execution time of 11.5 hours at 50% load and a substantial fuel tank capacity of 15 liters, it is perfect for extended use without frequent refueling. The retractable starting system ensures easy and reliable start-ups, while the 600 ml oil tank capacity supports optimal engine lubrication. Ideal for both residential and commercial use, the Bonhoeffer Gasoline Generator is a dependable power source that combines advanced technology with robust construction.&lt;/p&gt;
",0,https://www.youtube.com/embed/NkfsNp22s0I,BON-P-GG-2.8KW.pdf,BON-P-GG-2.8KW-1.pdf,BON-P-GG-2.8-3.7-5.0-7.5-9.0.pdf,Yes,No,No,No,Yes,,specification-dark-1722942262-5761ff55958740ee7697.webp,specification-light-1724495433-fb00c2e1a769de9d99a2.webp,,,1,BON-P-GG-2.8KW – Best Quality Gasoline Generators,The Bonhoeffer Gasoline Generator delivers a maximum power output of 2.8 KW and a rated power of 2.5 KW. ,BON-P-GG-2.8KW.pdf,workshop-manual-gasoline-generator.pdf,specification-left-1724495423-b5b048612df06428371c.webp
150,3,81,GASOLINE GENERATOR,BON-P-GG-3.7KW,GASOLINE GENERATOR,MAX . POWER 3.7 KW,"[[""Maximum power"",""3.7 KW""],[""Rated Power"",""3.3 KW""],[""Stator coil"",""100% Copper""],[""Frequency"",""50 o 60 Hz""],[""Voltage"",""120V\/240V Dual voltage""],[""Engine"",""8 HP""],[""Technology"",""OHV, overhead valves""],[""Type"",""4 Stroke""],[""Execution time at 50% load"",""10.0 Hour""],[""Fuel tank capacity"",""15 Liters""],[""Starting System"",""Retractable""],[""Oil tank capacity"",""600 ml""]]","&lt;ul&gt;
	&lt;li&gt;&lt;a href=&quot;https://bonhoeffermachines.com/en/ohv&quot; target=&quot;-blank&quot;&gt;&lt;strong&gt;OHV&lt;/strong&gt;&lt;/a&gt; design enhances combustion efficiency&lt;/li&gt;
	&lt;li&gt;Easy starting with an automatic decompression system and an easy-to-grip soft recoil starter handle&lt;/li&gt;
	&lt;li&gt;High quality materials and purpose-built components which ensure reliable, long-term use&lt;/li&gt;
	&lt;li&gt;Easy Start with Bonhoeffer world-class Bonhoeffer Engine&lt;/li&gt;
	&lt;li&gt;Fuel Efficient &amp;amp; Environmentally Friendly&lt;/li&gt;
	&lt;li&gt;Automatic Voltage Regulator (AVR) Technology&lt;/li&gt;
	&lt;li&gt;Highly Heat Conductivity Product&amp;rsquo;s with 100% cooper winding&lt;/li&gt;
	&lt;li&gt;Super Quiet operation&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;Power Through Any Task with the BON-P-GG-3.7KW Generator&lt;/h2&gt;

&lt;p&gt;The BON-P-GG-3.7KW gasoline generator is engineered to deliver reliable power wherever you need it. With a maximum output of 3.7 KW and a rated power of 3.3 KW, this generator ensures consistent energy for your tools and appliances. Its stator coil, made from 100% copper, enhances durability and performance. Whether you&amp;#39;re on a job site or need backup power at home, the dual voltage of 120V/240V provides the flexibility to power various devices with ease.&lt;/p&gt;

&lt;h3&gt;Robust Performance Meets Long-Lasting Reliability&lt;/h3&gt;

&lt;p&gt;Designed with an 8 HP OHV engine and 4-stroke technology, the BON-P-GG-3.7KW generator offers powerful performance with exceptional efficiency. It boasts a generous 15-liter fuel tank, allowing up to 10 hours of execution time at 50% load. The retractable starting system ensures easy operation, while the 600 ml oil tank capacity keeps the engine running smoothly. Whether for work or emergency use, this generator is built to keep you powered up, hour after hour.&lt;/p&gt;
",0,https://www.youtube.com/embed/NkfsNp22s0I,BON-P-GG-3.7KW.pdf,BON-P-GG-3.7KW-1.pdf,BON-P-GG-2.8-3.7-5.0-7.5-9.0.pdf,Yes,No,No,No,Yes,,specification-dark-1722942298-85f04a36e939d469b00b.webp,specification-light-1724496408-69aaac17ba9aa7859106.webp,,,2,,,BON-P-GG-3.7KW.pdf,workshop-manual-gasoline-generator.pdf,specification-left-1724496393-7715a9d07db64d21d148.webp
151,3,81,GASOLINE GENERATOR,BON-P-GG-5.0KW,GASOLINE GENERATOR,MAX . POWER 5.0 KW,"[[""Maximum power"",""5.0 KW""],[""Rated Power"",""4.5 KW""],[""Stator coil"",""100% Copper""],[""Frequency"",""50 o 60 Hz""],[""Voltage"",""120V\/240V dual voltage""],[""Engine"",""9 HP""],[""Technology"",""OHV, overhead valves""],[""Type"",""4 Stroke""],[""Execution time at 50% load"",""7 Hour""],[""Fuel tank capacity"",""15 Liters""],[""Starting System"",""Retractable""],[""Oil tank capacity"",""1100 ml""]]","&lt;ul&gt;
	&lt;li&gt;&lt;a href=&quot;https://bonhoeffermachines.com/en/ohv&quot; target=&quot;-blank&quot;&gt;&lt;strong&gt;OHV&lt;/strong&gt;&lt;/a&gt; design enhances combustion efficiency&lt;/li&gt;
	&lt;li&gt;Easy starting with an automatic decompression system and an easy-to-grip soft recoil starter handle&lt;/li&gt;
	&lt;li&gt;High quality materials and purpose-built components which ensure reliable, long-term use&lt;/li&gt;
	&lt;li&gt;Easy Start with Bonhoeffer world-class Bonhoeffer Engine&lt;/li&gt;
	&lt;li&gt;Fuel Efficient &amp;amp; Environmentally Friendly&lt;/li&gt;
	&lt;li&gt;Automatic Voltage Regulator (AVR) Technology&lt;/li&gt;
	&lt;li&gt;Highly Heat Conductivity Product&amp;rsquo;s with 100% cooper winding&lt;/li&gt;
	&lt;li&gt;Super Quiet operation&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;Experience Superior Power with the BON-P-GG-5.0KW Generator&lt;/h2&gt;

&lt;p&gt;The BON-P-GG-5.0KW gasoline generator delivers robust and reliable power with a maximum output of 5.0 KW and a rated power of 4.5 KW. Built with a 100% copper stator coil, this generator ensures long-lasting performance and efficiency. The dual voltage capability of 120V/240V provides the versatility needed to power a wide range of tools and appliances, making it an essential companion for both work sites and home backup.&lt;/p&gt;

&lt;h3&gt;Engineered for Efficiency and Durability&lt;/h3&gt;

&lt;p&gt;Powered by a 9 HP OHV engine with 4-stroke technology, the BON-P-GG-5.0KW is designed for dependable performance. It features a 15-liter fuel tank, offering up to 7 hours of runtime at 50% load, ideal for extended operations. The retractable starting system ensures easy and reliable startups, while the 1100 ml oil tank capacity supports the engine&amp;rsquo;s longevity. This generator is your go-to solution for consistent and powerful energy, whenever and wherever you need it.&lt;/p&gt;
",0,https://www.youtube.com/embed/NkfsNp22s0I,BON-P-GG-5.0KW.pdf,BON-P-GG-5.0KW-1.pdf,BON-P-GG-2.8-3.7-5.0-7.5-9.0.pdf,Yes,No,No,No,Yes,,specification-dark-1722942342-57625f860a1715610327.webp,specification-light-1724497109-27678957b9071c1e8fbd.webp,,,3,BON-P-GG-5.0KW – Best Quality Gasoline Generators,The BON-P-GG-5.0KW gasoline generator delivers robust and reliable power with a maximum output of 5.0 KW and a rated power of 4.5 KW.,BON-P-GG-5.0KW.pdf,workshop-manual-gasoline-generator.pdf,specification-left-1724497098-45d7779b64f23cdf86bd.webp
152,3,81,GASOLINE GENERATOR,BON-P-GG-7.5KW,GASOLINE GENERATOR,MAX . POWER 7.5 KW,"[[""Maximum power"",""7.5 KW""],[""Rated Power"",""7.0 KW""],[""Stator coil"",""100% Copper""],[""Frequency"",""50 o 60 Hz""],[""Voltage"",""120V\/240V dual voltage""],[""Engine"",""14 HP""],[""Technology"",""OHV, overhead valves""],[""Type"",""4 Stroke""],[""Execution time at 50% load"",""8 Hour""],[""Fuel tank capacity"",""27 Liters""],[""Starting system"",""Electric""],[""Oil tank capacity"",""1100 ml""]]","&lt;ul&gt;
	&lt;li&gt;&lt;a href=&quot;https://bonhoeffermachines.com/en/ohv&quot; target=&quot;-blank&quot;&gt;&lt;strong&gt;OHV&lt;/strong&gt;&lt;/a&gt; design enhances combustion efficiency&lt;/li&gt;
	&lt;li&gt;Easy starting with an automatic decompression system and an easy-to-grip soft recoil starter handle&lt;/li&gt;
	&lt;li&gt;High quality materials and purpose-built components which ensure reliable, long-term use&lt;/li&gt;
	&lt;li&gt;Easy Start with Bonhoeffer world-class Bonhoeffer Engine&lt;/li&gt;
	&lt;li&gt;Fuel Efficient &amp;amp; Environmentally Friendly&lt;/li&gt;
	&lt;li&gt;Automatic Voltage Regulator (AVR) Technology&lt;/li&gt;
	&lt;li&gt;Highly Heat Conductivity Product&amp;rsquo;s with 100% cooper winding&lt;/li&gt;
	&lt;li&gt;Super Quiet operation&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;Reliable Power for Various Needs - BON-P-GG-7.5KW&lt;/h2&gt;

&lt;p&gt;The BON-P-GG-7.5KW generator offers a maximum power output of 7.5 KW, making it perfect for powering essential tools and machines. The generator has 14 HP engine and OHV technology, this generator delivers consistent and efficient performance, ensuring you have power when you need it.&lt;/p&gt;

&lt;h3&gt;Efficient Operation with Extended Runtime&lt;/h3&gt;

&lt;p&gt;The generator equipped with a 27-liter fuel tank, the Bonhoeffer &lt;strong&gt;&lt;a href=&quot;https://bonhoeffermachines.com/en/category/gasoline-generator&quot;&gt;gasoline generator&lt;/a&gt;&lt;/strong&gt; can run for up to 8 hours at 50% load, providing long-lasting power during outages or remote work. The 100% copper stator coil and electric start system further enhance its reliability and ease of use.&lt;/p&gt;
",0,https://www.youtube.com/embed/NkfsNp22s0I,BON-P-GG-7.5KW.pdf,BON-P-GG-7.5KW-1.pdf,BON-P-GG-2.8-3.7-5.0-7.5-9.0.pdf,Yes,No,No,No,Yes,,specification-dark-1722942455-20ed51b37fc7b0cc2a99.webp,specification-light-1724497731-6aba5a207cb0facc0ab7.webp,,,4,BON-P-GG-7.5KW Gasoline Generator – Higher Efficiency,"The BON-P-GG-7.5KW generator offers a maximum power output of 7.5 KW, making it perfect for powering essential devices and tools.",BON-P-GG-7.5KW.pdf,workshop-manual-gasoline-generator.pdf,specification-left-1724497721-e57b1896dfbd748c03a6.webp
153,3,81,GASOLINE GENERATOR,BON-P-GG-9.0KW ,GASOLINE GENERATOR,MAX . POWER 9.0 KW,"[[""Maximum power"",""9.0 KW""],[""Rated Power"",""8.5 KW""],[""Stator coil"",""100% Copper""],[""Frequency"",""50 o 60 Hz""],[""Voltage"",""120V\/240V Dual voltage""],[""Engine"",""16 HP""],[""Technology"",""OHV, overhead valves""],[""Type"",""4 Tiempos""],[""Fuel tank capacity"",""9.0 Hour""],[""Fuel tank capacity"",""27 Liters""],[""Starting system"",""Electric""],[""Oil tank capacity"",""1100 ml""]]","&lt;ul&gt;
	&lt;li&gt;&lt;a href=&quot;https://bonhoeffermachines.com/en/ohv&quot; target=&quot;-blank&quot;&gt;&lt;strong&gt;OHV&lt;/strong&gt;&lt;/a&gt; design enhances combustion efficiency&lt;/li&gt;
	&lt;li&gt;Easy starting with an automatic decompression system and an easy-to-grip soft recoil starter handle&lt;/li&gt;
	&lt;li&gt;High quality materials and purpose-built components which ensure reliable, long-term use&lt;/li&gt;
	&lt;li&gt;Easy Start with Bonhoeffer world-class Bonhoeffer Engine&lt;/li&gt;
	&lt;li&gt;Fuel Efficient &amp;amp; Environmentally Friendly&lt;/li&gt;
	&lt;li&gt;Automatic Voltage Regulator (AVR) Technology&lt;/li&gt;
	&lt;li&gt;Highly Heat Conductivity Product&amp;rsquo;s with 100% cooper winding&lt;/li&gt;
	&lt;li&gt;Super Quiet operation&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;High-Power Output with Reliable Performance&lt;/h2&gt;

&lt;p&gt;The Bonhoeffer 9.0 KW &lt;strong&gt;&lt;a href=&quot;https://bonhoeffermachines.com/en/category/gasoline-generator&quot;&gt;gasoline generator&lt;/a&gt;&lt;/strong&gt; delivers a maximum power of 9.0 KW and a rated power of 8.5 KW, making it a robust solution for various power needs. Equipped with a 16 HP engine utilizing OHV (overhead valve) technology, this generator ensures efficient fuel combustion and enhanced durability. Whether it&amp;#39;s for residential backup or industrial use, the dual voltage (120V/240V) capability and 50-60 Hz frequency adaptability make it versatile for different applications.&lt;/p&gt;

&lt;h3&gt;Extended Operation with Efficient Fuel Management&lt;/h3&gt;

&lt;p&gt;Designed for prolonged operation, the Bonhoeffer generator features a 27-liter fuel tank that supports up to 9 hours of continuous runtime. The 4-stroke engine, paired with an electric starting system, ensures easy and reliable start-up every time. Additionally, the generator is equipped with a 100% copper stator coil, offering superior conductivity and heat resistance, which contributes to its long-lasting performance and efficiency.&lt;/p&gt;
",0,https://www.youtube.com/embed/NkfsNp22s0I,BON-P-GG-9.0KW.pdf,BON-P-GG-9.0KW.pdf,BON-P-GG-2.8-3.7-5.0-7.5-9.0.pdf,Yes,No,No,No,Yes,,specification-dark-1722942486-ac903d346f7b2d2bfa32.webp,specification-light-1722494207-170ad87bb7357bd83f6a.webp,,,6,BON-P-GG-9.0KW Best Gasoline Generator by Bonhoeffer,"The BON-P-GG-9.0KW generator delivers a maximum power of 9.0 KW and a rated power of 8.5 KW, making it a robust solution for various power needs.",BON-P-GG-9.0KW.pdf,workshop-manual-gasoline-generator.pdf,specification-left-1722494194-9a6a99a293e0b88fb2d2.webp
155,5,29,GASOLINE PRESSURE WASHER,BON-P-PW-G6.5HP-TP,GASOLINE PRESSURE WASHER,POWER 6.5 HP,"[[""Engine"",""6.5 HP\/ 196cc""],[""Engine type"",""OHV with low oil protection""],[""Maximum pressure"",""3000PSI \/ 206BAR""],[""Maximum flow"",""12.5 L\/min - 3.3 GPM""],[""Pump Type"",""Triplex Pump, Commercial Grade 7.14mm X 10m High Pressure Hose""]]","&lt;ul&gt;
	&lt;li&gt;&lt;strong&gt;Powerful Gasoline Engine&lt;/strong&gt;: Bonhoeffer gasoline engine is coming and equipped with robust engines ranging from 150cc to over 400cc.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Axial Cam Pumps&lt;/strong&gt;: Common in consumer-grade models; low maintenance.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Sturdy Frame and Wheels&lt;/strong&gt;: Built with heavy-duty steel frames for durability and Pneumatic or never-flat tires for easy manoeuvrability on various terrains.&lt;/li&gt;
	&lt;li&gt;Compact designs with ergonomic handles and wheels for easy transport.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Customizable Accessories&lt;/strong&gt;: Extensions wands for hard-to-reach areas.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Long Runtime&lt;/strong&gt;: Large fuel tanks allow for extended operation without frequent refuelling.&lt;/li&gt;
&lt;/ul&gt;
",,0,https://www.youtube.com/embed/32OEV-EgAaM,BON-P-PW-G6.5HP-TP.pdf,,BON-P-PW-G6.5HP-TP.pdf,No,Yes,No,No,Yes,,,,185,460,2,,,BON-P-PW-G6.5HP-TP.pdf,,
156,5,29,GASOLINE PRESSURE WASHER,BON-P-PW-G9.0HP-TP,GASOLINE PRESSURE WASHER,POWER 9.0 HP,"[[""Engine"",""9.0 HP\/ 270cc""],[""Engine type"",""OHV with low oil protection""],[""Maximum pressure"",""3400PSI \/ 235BAR""],[""Maximum flow"",""15,0 L \/ min - 4,0 GPM""],[""Pump Type"",""TRFplex Pump, Commercial Grade""]]","&lt;ul&gt;
	&lt;li&gt;&lt;strong&gt;Powerful Gasoline Engine&lt;/strong&gt;: Bonhoeffer gasoline engine is coming and equipped with robust engines ranging from 150cc to over 400cc.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Axial Cam Pumps&lt;/strong&gt;: Common in consumer-grade models; low maintenance.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Sturdy Frame and Wheels&lt;/strong&gt;: Built with heavy-duty steel frames for durability and Pneumatic or never-flat tires for easy manoeuvrability on various terrains.&lt;/li&gt;
	&lt;li&gt;Compact designs with ergonomic handles and wheels for easy transport.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Customizable Accessories&lt;/strong&gt;: Extensions wands for hard-to-reach areas.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Long Runtime&lt;/strong&gt;: Large fuel tanks allow for extended operation without frequent refuelling.&lt;/li&gt;
&lt;/ul&gt;
",,0,https://www.youtube.com/embed/32OEV-EgAaM,,,BON-P-PW-G9.0HP-TP.pdf,No,Yes,No,No,Yes,,,,110,280,3,,,,,
157,5,29,GASOLINE PRESSURE WASHER,BON-P-PW-G13.0HP-TP,GASOLINE PRESSURE WASHER,POWER 13.0 HP,"[[""Engine"",""13.0 HP\/ 389cc""],[""Engine type"",""OHV with low oil protection""],[""Maximum pressure"",""3600PSI \/ 248BAR""],[""Maximum flow"",""17.0 L \/ min - 4.5 GPM""],[""Pump Type"",""TRFplex Pump, Commercial Grade""]]","&lt;ul&gt;
	&lt;li&gt;&lt;strong&gt;Powerful Gasoline Engine&lt;/strong&gt;: Bonhoeffer gasoline engine is coming and equipped with robust engines ranging from 150cc to over 400cc.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Axial Cam Pumps&lt;/strong&gt;: Common in consumer-grade models; low maintenance.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Sturdy Frame and Wheels&lt;/strong&gt;: Built with heavy-duty steel frames for durability and Pneumatic or never-flat tires for easy manoeuvrability on various terrains.&lt;/li&gt;
	&lt;li&gt;Compact designs with ergonomic handles and wheels for easy transport.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Customizable Accessories&lt;/strong&gt;: Extensions wands for hard-to-reach areas.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Long Runtime&lt;/strong&gt;: Large fuel tanks allow for extended operation without frequent refuelling.&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;Gasoline Pressure Washer: Unleash Powerful Cleaning Performance&lt;/h2&gt;

&lt;p&gt;&lt;a href=&quot;https://bonhoeffermachines.com/en/category/gasoline-pressure-washer&quot; target=&quot;-blank&quot;&gt;&lt;strong&gt;Gasoline Pressure Washer&lt;/strong&gt;&lt;/a&gt; is engineered for those who demand exceptional cleaning power and efficiency. With its robust design and high-performance capabilities, this pressure washer is perfect for tackling tough jobs in both residential and commercial settings. Whether you&amp;#39;re cleaning vehicles, patios, or heavy equipment, this machine ensures outstanding results with every use. Bonhoeffer&amp;rsquo;s pressure washers have a proven record of delivering outstanding results.&lt;/p&gt;

&lt;h3&gt;A Heavy-Duty Pressure Washer Built for Maximum Efficiency and Durability&lt;/h3&gt;

&lt;p&gt;The &lt;strong&gt;BON-P-PW-G13.0HP-TP&lt;/strong&gt; gasoline pressure washer features impressive specifications that make it a top choice for serious users. Powered by a formidable 13.0 HP engine with a displacement of 389cc, it delivers the strength necessary to handle even the most challenging cleaning tasks. The engine type is OHV (Overhead Valve) with low oil protection, ensuring reliability and longevity during operation.&lt;/p&gt;
",0,https://www.youtube.com/embed/32OEV-EgAaM,BON-P-PW-G13.0HP-TP.pdf,brochure-BON-P-PW-13.0HP-TP.pdf,BON-P-PW-G13.0HP-TP.pdf,No,Yes,No,No,Yes,,specification-dark-1727428889-23ca50dbd8d51f533bf0.webp,,110,280,4,BON-P-PW-G13.0HP-TP Gasoline Pressure Washer - Bonhoeffer,Powerful gasoline pressure washer designed for maximum cleaning efficiency and durability in residential and commercial applications.,BON-P-PW-G13.0HP-TP.pdf,,
158,3,77,GASOLINE WATER PUMP,BON-P-WP3.0-196,Petrol WATER PUMP,Engine Power : 196 cc,"[[""Pump Type"",""Centrifugal Self Priming, Monoblock Horizontal With Mechanical Seal""],[""Displacement (CC)"",""196""],[""Engine Power (HP)"",""6.5""],[""Start System"",""Recoil""],[""Suction Port Diameter "",""3 Inches""],[""Discharge Port Diameter"",""3 Inches""],[""Total Head (m)"",""30""],[""Suction Lift (m)"",""7""],[""Maximum Discharge (Litre Per Hour)"",""55000""],[""Dry Weight (Kg)"",""26""],[""Impeller"",""4 Vane Cast Iron""],[""Compression Ratio"",""8.5:1""],[""Volute"",""Rigid Mounted Cast Iron""],[""Mechanical Seal(Pump case)"",""Silicon Carbide""]]","&lt;ul&gt;
	&lt;li&gt;&lt;a href=&quot;https://bonhoeffermachines.com/en/ohv&quot; target=&quot;-blank&quot;&gt;&lt;strong&gt;OHV&lt;/strong&gt;&lt;/a&gt; design enhances combustion efficiency&lt;/li&gt;
	&lt;li&gt;Durable silicon carbide mechanical seal&lt;/li&gt;
	&lt;li&gt;4 vane high efficiency impeller&lt;/li&gt;
	&lt;li&gt;Cast iron volute&lt;/li&gt;
	&lt;li&gt;Heavy duty full frame protection&lt;/li&gt;
	&lt;li&gt;Protected by bonhoeffer Oil Alert&amp;reg;&lt;/li&gt;
	&lt;li&gt;Easy starting bonhoeffer mini 4-stroke commercial engine&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;BON-P-WP3.0-196: High-Performance Water Pump&lt;/h2&gt;

&lt;p&gt;The BON-P-WP3.0-196 is a centrifugal self-priming water pump designed for high efficiency and reliable performance. With a powerful 6.5 HP engine and a displacement of 196 CC, this pump can handle a maximum discharge of 55,000 liters per hour, making it ideal for large-scale water transfer needs. The pump features a 3-inch suction port and discharge port, ensuring robust water flow. It has a total head of 30 meters and a suction lift of 7 meters, which means it can effectively move water over significant distances and heights.&lt;/p&gt;

&lt;h3&gt;Ideal for Agriculture, Irrigation and Industrial Applications&lt;/h3&gt;

&lt;p&gt;Built for durability, the BON-P-WP3.0-196 includes a 4 vane cast iron impeller and a rigid mounted cast iron volute. The silicon carbide mechanical seal in the pump case enhances its longevity, providing reliable, long-term operation. Weighing 26 kg and equipped with a recoil start system, this pump is easy to operate and transport. Whether for agricultural irrigation, industrial applications, or emergency water transfer, the BON-P-WP3.0-196 is a dependable choice that combines power and durability.&lt;/p&gt;
",0,https://www.youtube.com/embed/g-Ps-Pz1QJc,BON-P-WP3.0-196.pdf,BON-P-WP3.0-196.pdf,BON-P-WP.pdf,Yes,No,No,No,Yes,,specification-dark-1720596412-dd0e34c7d2665fb6d1d6.webp,specification-light-1718186933-2908dcc7f3ffae6e8d87.webp,,,5,BON-P-WP3.0-196 – Best Gasoline 6.5 HP Engine Water Pump,The BON-P-WP3.0-196 is a centrifugal self-priming water pump designed for high efficiency and reliable performance.,BON-P-WP3.0-196.pdf,workshop-water-pump.pdf,specification-left-1718186921-efd8e70b552d012cee64.webp
159,3,77,GASOLINE WATER PUMP,BON-P-WP4.0-272,PETROL WATER PUMP,Engine Power : 272 cc,"[[""Pump Type"",""Centrifugal Self Priming, Monoblock Horizontal With Mechanical Seal""],[""Displacement"",""272 CC""],[""Engine Power"",""9 HP""],[""Start System"",""Recoil""],[""Suction Port Diameter"",""4 inches""],[""Discharge Port Diameter"",""4 inches""],[""Total Head (m)"",""25""],[""Suction Lift (m)"",""6""],[""Maximum Discharge (Litre Per Hour)"",""105, 000""],[""Dry Weight (kg)"",""37""],[""Impeller"",""4 Vane Cast Iron""],[""Compression Ratio"",""8.5:1""],[""Volute"",""Rigid Mounted Cast Iron""],[""Mechanical Seal(Pump case)"",""Silicon Carbide""]]","&lt;ul&gt;
	&lt;li&gt;&lt;a href=&quot;https://bonhoeffermachines.com/en/ohv&quot; target=&quot;-blank&quot;&gt;&lt;strong&gt;OHV&lt;/strong&gt;&lt;/a&gt; design enhances combustion efficiency&lt;/li&gt;
	&lt;li&gt;Durable silicon carbide mechanical seal&lt;/li&gt;
	&lt;li&gt;4 vane high efficiency impeller&lt;/li&gt;
	&lt;li&gt;Cast iron volute&lt;/li&gt;
	&lt;li&gt;Heavy duty full frame protection&lt;/li&gt;
	&lt;li&gt;Protected by bonhoeffer Oil Alert&amp;reg;&lt;/li&gt;
	&lt;li&gt;Easy starting bonhoeffer mini 4-stroke commercial engine&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;BON-P-WP4.0-272: High-Capacity Centrifugal Pump&lt;/h2&gt;

&lt;p&gt;The BON-P-WP4.0-272 is a high-performance centrifugal self-priming water pump designed for heavy-duty applications. With a powerful 9 HP engine and a displacement of 272 CC, this pump achieves an impressive maximum discharge of 105,000 litres per hour. It features a 4-inch suction and discharge port, allowing for efficient water flow and handling. The pump can achieve a total head of 25 meters and a suction lift of 6 meters, making it suitable for various demanding water transfer tasks. Its recoil start system ensures easy and reliable operation.&lt;/p&gt;

&lt;h3&gt;Durable and Robust Design&lt;/h3&gt;

&lt;p&gt;Built to last, the BON-P-WP4.0-272 includes a 4-vane cast iron impeller and a rigid mounted cast iron volute for enhanced durability. The mechanical seal made of silicon carbide in the pump case ensures long-term reliability and minimal maintenance. Weighing 37 kg, this pump combines robust performance with a sturdy design, making it ideal for industrial, agricultural, and large-scale water management applications.&lt;/p&gt;
",0,,BON-P-WP4.0-272.pdf,BON-P-WP4.0-272.pdf,BON-P-WP.pdf,Yes,No,No,No,Yes,,specification-dark-1721128870-a8beec55136bb64ec52c.webp,specification-light-1722420099-644bcf2c9834dc571a03.webp,,,6,,,,workshop-water-pump.pdf,specification-left-1722420089-f81ff3b9986e9b210d84.webp
